"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-01",4.83
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-02",4.6
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-03",4.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-04",4.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-05",4.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-06",4.17
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-07",4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-08",4.05
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-09",4.17
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-10",4.26
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-11",4.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2003-12",4.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-01",4.45
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-02",4.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-03",4.3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-04",4.17
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-05",4.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-06",4.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-07",4.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-08",4.3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-09",4.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-10",4.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-11",4.03
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2004-12",3.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-01",3.86
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-02",3.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-03",3.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-04",3.94
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-05",3.91
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-06",3.73
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-07",3.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-08",3.79
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-09",3.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-10",3.75
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-11",3.7
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2005-12",3.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-01",3.91
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-02",3.98
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-03",4.07
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-04",4.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-05",4.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-06",4.5
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-07",4.61
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-08",4.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-09",4.68
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-10",4.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-11",4.66
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2006-12",4.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-01",4.66
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-02",4.79
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-03",4.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-04",4.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-05",4.99
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-06",5.09
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-07",5.17
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-08",5.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-09",5.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-10",5.19
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-11",5.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2007-12",5.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-01",5.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-02",5.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-03",4.97
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-04",4.94
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-05",5.02
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-06",5.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-07",5.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-08",5.53
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-09",5.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-10",5.61
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-11",5.57
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2008-12",5.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-01",5.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-02",4.98
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-03",4.83
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-04",4.83
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-05",4.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-06",4.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-07",4.93
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-08",5.01
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-09",4.97
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-10",4.94
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-11",4.88
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2009-12",4.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-01",4.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-02",4.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-03",4.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-04",4.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-05",4.55
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-06",4.5
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-07",4.45
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-08",4.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-09",4.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-10",4.26
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-11",4.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2010-12",4.19
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-01",4.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-02",4.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-03",4.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-04",4.52
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-05",4.56
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-06",4.59
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-07",4.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-08",4.56
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-09",4.44
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-10",4.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-11",4.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2011-12",4.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-01",4.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-02",4.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-03",4.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-04",4.24
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-05",4.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-06",4.05
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-07",3.96
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-08",3.96
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-09",3.93
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-10",3.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-11",3.84
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2012-12",3.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-01",3.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-02",3.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-03",3.78
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-04",3.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-05",3.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-06",3.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-07",3.54
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-08",3.5
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-09",3.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-10",3.45
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-11",3.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2013-12",3.43
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-01",3.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-02",3.3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-03",3.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-04",3.3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-05",3.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-06",3.09
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-07",3.07
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-08",3.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-09",3.07
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-10",3.06
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-11",2.97
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-12",2.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-01",2.95
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-02",2.99
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-03",2.79
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-04",2.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-05",2.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-06",2.71
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-07",2.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-08",2.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-09",2.72
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-10",2.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-11",2.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-12",2.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-01",2.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-02",2.56
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-03",2.48
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-04",2.44
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-05",2.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-06",2.34
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-07",2.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-08",2.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-09",2.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-10",2.06
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-11",2.17
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-12",2.13
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-01",2.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-02",2.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-03",2.19
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-04",2.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-05",2.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-06",2.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-07",2.27
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-08",2.23
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-09",2.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-10",2.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-11",2.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-12",2.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-01",2.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-02",2.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-03",2.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-04",2.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-05",2.15
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-06",2.15
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-07",2.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-08",2.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-09",2.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-10",2.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-11",2.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-12",2.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-01",2.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-02",2.15
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-03",2.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-04",2.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-05",2.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-06",2.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-07",2.07
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-08",2.05
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-09",1.98
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-10",1.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-11",1.95
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-12",1.83
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-01",1.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-02",1.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-03",1.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-04",1.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-05",1.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-06",1.75
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-07",1.76
