"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-01",3.47
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-02",3.44
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-03",3.42
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-04",3.41
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-05",3.33
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-06",3.27
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-07",3.25
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-08",3.22
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-09",3.2
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-10",3.17
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-11",3.2
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2014-12",3.17
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-01",3.09
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-02",3.08
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-03",3.04
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-04",3.02
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-05",2.99
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-06",2.96
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-07",2.94
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-08",2.92
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-09",2.9
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-10",2.89
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-11",2.84
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2015-12",2.8
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-01",2.79
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-02",2.77
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-03",2.73
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-04",2.72
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-05",2.71
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-06",2.67
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-07",2.65
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-08",2.64
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-09",2.62
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-10",2.62
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-11",2.61
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2016-12",2.6
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-01",2.61
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-02",2.6
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-03",2.55
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-04",2.55
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-05",2.54
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-06",2.53
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-07",2.49
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-08",2.49
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-09",2.48
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-10",2.46
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-11",2.46
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2017-12",2.46
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-01",2.44
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-02",2.43
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-03",2.42
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-04",2.42
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-05",2.38
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-06",2.36
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-07",2.36
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-08",2.36
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-09",2.36
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-10",2.35
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-11",2.35
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2018-12",2.34
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-01",2.34
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-02",2.34
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-03",2.33
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-04",2.33
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-05",2.32
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-06",2.31
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-07",2.31
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-08",2.3
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-09",2.29
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-10",2.27
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-11",2.26
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2019-12",2.25
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-01",2.24
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-02",2.24
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-03",2.23
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-04",2.22
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-05",2.22
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-06",2.21
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-07",2.21
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-08",2.2
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-09",2.19
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-10",2.17
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-11",2.16
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2020-12",2.16
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-01",2.15
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-02",2.12
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-03",2.11
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-04",2.1
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-05",2.08
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-06",2.06
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-07",2.07
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-08",2.07
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-09",2.06
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-10",2.05
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-11",2.05
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2021-12",2.04
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2022-01",2.02
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2022-02",2.02
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2022-03",2.02
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2022-04",2.03
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2022-05",2.04
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2022-06",2.1
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2022-07",2.14
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 1 jaar en <= 5 jaar ","Totaal ","2022-08",2.3
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-01",5.67
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-02",5.64
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-03",5.6
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-04",5.57
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-05",5.53
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-06",5.48
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-07",5.45
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-08",5.41
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-09",5.38
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-10",5.35
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-11",5.32
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2003-12",5.28
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-01",5.25
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-02",5.23
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-03",5.2
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-04",5.17
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-05",5.15
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-06",5.13
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-07",5.1
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-08",5.08
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-09",5.05
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-10",5.04
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-11",5.01
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2004-12",5.01
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-01",4.98
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-02",4.96
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-03",4.93
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-04",4.9
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-05",4.87
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-06",4.84
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-07",4.81
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-08",4.79
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-09",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-10",4.73
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-11",4.7
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2005-12",4.68
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-01",4.67
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-02",4.68
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-03",4.68
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-04",4.67
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-05",4.67
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-06",4.68
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-07",4.68
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-08",4.69
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-09",4.71
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-10",4.72
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-11",4.74
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2006-12",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-01",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-02",4.77
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-03",4.8
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-04",4.78
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-05",4.79
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-06",4.81
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-07",4.81
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-08",4.82
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-09",4.84
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-10",4.87
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-11",4.86
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2007-12",4.88
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-01",4.87
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-02",4.87
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-03",4.86
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-04",4.87
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-05",4.89
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-06",4.89
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-07",4.9
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-08",4.92
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-09",4.93
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-10",4.96
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-11",4.95
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2008-12",4.92
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-01",4.9
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-02",4.86
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-03",4.84
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-04",4.82
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-05",4.8
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-06",4.8
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-07",4.79
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-08",4.78
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-09",4.77
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-10",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-11",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2009-12",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-01",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-02",4.75
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-03",4.75
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-04",4.75
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-05",4.75
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-06",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-07",4.78
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-08",4.77
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-09",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-10",4.77
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-11",4.77
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2010-12",4.77
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-01",4.75
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-02",4.75
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-03",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-04",4.76
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-05",4.77
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-06",4.78
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-07",4.78
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-08",4.79
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-09",4.79
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-10",4.78
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-11",4.78
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2011-12",4.78
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-01",4.77
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-02",4.75
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-03",4.74
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-04",4.73
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-05",4.73
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-06",4.72
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-07",4.71
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-08",4.69
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-09",4.68
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-10",4.67
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-11",4.66
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2012-12",4.65
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2013-01",4.64
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2013-02",4.63
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2013-03",4.62
"Activa ","Woninghypotheken - Totaal ","Uitstaande bedragen ","> 5 jaar ","Totaal ","2013-04",4.61
